KYTREASNOX,MCALDT,TMEWRETD
2000043,20151130,-3.40E-03
2000043,20151231,-1.76E-03
2000043,20160129,1.44E-02
2000043,20160229,4.07E-03
2000043,20160331,3.21E-03
2000043,20160429,-1.32E-03
2000043,20160531,-1.47E-03
2000043,20160630,1.30E-02
2000043,20160729,-4.86E-04
2000043,20160831,-4.96E-03
2000043,20160930,2.74E-03
2000043,20161031,-2.48E-03
2000043,20161130,-1.36E-02
2000043,20161230,5.54E-04
2000043,20170131,1.86E-03
2000043,20170228,3.53E-04
2000043,20170331,2.71E-03
2000043,20170428,4.32E-03
2000043,20170531,3.10E-03
2000043,20170630,-1.71E-03
2000043,20170731,3.18E-03
2000043,20170831,5.07E-03
2000043,20170929,-5.15E-03
2000043,20171031,-1.17E-03
2000043,20171130,-3.31E-03
2000043,20171229,-6.33E-04
2000043,20180131,-7.88E-03
2000043,20180228,-2.04E-03
2000043,20180329,3.82E-03
2000043,20180430,-5.63E-03
2000043,20180531,5.28E-03
2000043,20180629,5.03E-04
2000043,20180731,-1.60E-03
2000043,20180831,5.12E-03
2000043,20180928,-4.15E-03
2000043,20181031,1.50E-03
2000043,20181130,6.88E-03
2000043,20181231,1.36E-02
2000043,20190131,3.54E-03
2000043,20190228,-4.26E-04
2000043,20190329,1.13E-02
2000043,20190430,1.15E-03
2000043,20190531,1.38E-02
2000043,20190628,6.70E-03
2000043,20190731,-1.48E-03
2000043,20190830,1.51E-02
2000043,20190930,-3.63E-03
2000043,20191031,2.90E-03
2000043,20191129,-2.10E-03
2000043,20191231,8.05E-04
2000044,20000131,-5.18E-03
2000044,20000229,8.29E-03
2000044,20000331,1.57E-02
2000044,20000428,-2.63E-03
2000044,20000531,5.03E-03
2000044,20000630,1.73E-02
2000044,20000731,6.34E-03
2000044,20000831,1.27E-02
2000044,20000929,9.50E-03
2000044,20001031,6.97E-03
2000044,20001130,1.59E-02
2000044,20001229,2.13E-02
2000044,20010131,1.29E-02
2000044,20010228,9.56E-03
2000044,20010330,8.46E-03
2000044,20010430,-6.70E-03
2000044,20010531,3.00E-03
2000044,20010629,2.29E-03
2000044,20010731,2.16E-02
2000044,20010831,1.06E-02
2000044,20010928,2.47E-02
2000044,20011031,1.85E-02
2000044,20011130,-1.68E-02
2000044,20011231,-7.76E-03
2000044,20020131,3.45E-03
2000044,20020228,1.10E-02
2000044,20020328,-2.11E-02
2000044,20020430,2.15E-02
2000044,20020531,1.07E-02
2000044,20020628,1.56E-02
2000044,20020731,2.73E-02
2000044,20020830,1.56E-02
2000044,20020930,2.80E-02
2000044,20021031,-3.43E-03
2000044,20021129,-1.74E-02
2000044,20021231,2.65E-02
2000044,20030131,-5.25E-03
2000044,20030228,1.60E-02
2000044,20030331,1.96E-04
2000044,20030430,1.81E-03
2000044,20030530,2.41E-02
2000044,20030630,-2.46E-03
2000044,20030731,-2.86E-02
2000044,20030829,-4.18E-03
2000044,20030930,3.14E-02
2000044,20031031,-1.38E-02
2000044,20031128,-1.38E-03
2000044,20031231,1.03E-02
2000044,20040130,6.54E-03
2000044,20040227,1.22E-02
2000044,20040331,1.03E-02
2000044,20040430,-3.18E-02
2000044,20040528,-4.43E-03
2000044,20040630,6.02E-03
2000044,20040730,6.76E-03
2000044,20040831,1.98E-02
2000044,20040930,2.68E-04
2000044,20041029,6.69E-03
2000044,20041130,-1.35E-02
2000044,20041231,6.45E-03
2000044,20050131,-3.93E-04
2000044,20050228,-1.03E-02
2000044,20050331,-2.51E-03
2000044,20050429,1.43E-02
2000044,20050531,9.39E-03
2000044,20050630,3.61E-03
2000044,20050729,-1.40E-02
2000044,20050831,1.51E-02
2000044,20050930,-1.13E-02
2000044,20051031,-6.51E-03
2000044,20051130,5.43E-03
2000044,20051230,5.93E-03
2000044,20060131,-1.58E-03
2000044,20060228,-1.89E-03
2000044,20060331,-4.19E-03
2000044,20060428,4.29E-04
2000044,20060531,-5.35E-04
2000044,20060630,1.60E-03
2000044,20060731,1.19E-02
2000044,20060831,1.26E-02
2000044,20060929,7.81E-03
2000044,20061031,4.75E-03
2000044,20061130,8.52E-03
2000044,20061229,-6.20E-03
2000044,20070131,-3.19E-04
2000044,20070228,1.47E-02
2000044,20070330,3.30E-03
2000044,20070430,4.95E-03
2000044,20070531,-9.79E-03
2000044,20070629,1.40E-03
2000044,20070731,1.85E-02
2000044,20070831,1.58E-02
2000044,20070928,5.45E-03
2000044,20071031,7.27E-03
2000044,20071130,3.50E-02
2000044,20071231,1.95E-03
2000044,20080131,3.27E-02
2000044,20080229,1.53E-02
2000044,20080331,4.58E-03
2000044,20080430,-2.15E-02
2000044,20080530,-1.38E-02
2000044,20080630,7.02E-03
2000044,20080731,7.92E-03
2000044,20080829,9.45E-03
2000044,20080930,9.48E-03
2000044,20081031,1.69E-02
2000044,20081128,4.39E-02
2000044,20081231,1.71E-02
2000044,20090130,-1.33E-02
2000044,20090227,-3.99E-03
2000044,20090331,1.63E-02
2000044,20090430,-1.38E-02
2000044,20090529,-8.24E-03
2000044,20090630,-6.72E-03
2000044,20090731,5.91E-03
2000044,20090831,9.32E-03
2000044,20090930,6.40E-03
2000044,20091030,3.34E-03
2000044,20091130,1.68E-02
2000044,20091231,-2.41E-02
2000044,20100129,1.90E-02
2000044,20100226,3.61E-03
2000044,20100331,-7.60E-03
2000044,20100430,8.79E-03
2000044,20100528,1.43E-02
2000044,20100630,1.64E-02
2000044,20100730,1.12E-02
2000044,20100831,1.25E-02
2000044,20100930,4.37E-03
2000044,20101029,6.66E-03
2000044,20101130,-9.04E-03
2000044,20101231,-1.80E-02
2000044,20110131,6.69E-03
2000044,20110228,-5.49E-03
2000044,20110331,-2.69E-03
2000044,20110429,1.60E-02
2000044,20110531,1.48E-02
2000044,20110630,-3.61E-05
2000044,20110729,1.94E-02
2000044,20110831,1.69E-02
2000044,20110930,9.90E-04
2000044,20111031,2.35E-03
2000044,20111130,1.45E-03
2000044,20111230,5.05E-03
2000044,20120131,7.46E-03
2000044,20120229,-5.82E-03
2000044,20120330,-5.71E-03
2000044,20120430,1.06E-02
2000044,20120531,6.07E-03
2000044,20120629,-1.83E-03
2000044,20120731,7.43E-03
2000044,20120831,1.08E-03
2000044,20120928,-2.35E-04
2000044,20121031,-2.87E-03
2000044,20121130,5.24E-03
2000044,20121231,-2.62E-03
2000044,20130131,-4.23E-03
2000044,20130228,5.82E-03
2000044,20130328,1.11E-03
2000044,20130430,4.72E-03
2000044,20130531,-1.23E-02
2000044,20130628,-1.30E-02
2000044,20130731,3.66E-03
2000044,20130830,-8.57E-03
2000044,20130930,1.31E-02
2000044,20131031,4.34E-03
2000044,20131129,1.29E-03
2000044,20131231,-1.22E-02
2000044,20140131,1.19E-02
2000044,20140228,1.63E-03
2000044,20140331,-6.73E-03
2000044,20140430,4.29E-03
2000044,20140530,8.05E-03
2000044,20140630,-1.77E-03
2000044,20140731,-4.32E-03
2000044,20140829,7.09E-03
2000044,20140930,-3.54E-03
2000044,20141031,8.44E-03
2000044,20141128,7.67E-03
2000044,20141231,-5.64E-03
2000044,20150130,2.20E-02
2000044,20150227,-1.29E-02
2000044,20150331,7.72E-03
2000044,20150430,-3.92E-04
2000044,20150529,-4.89E-04
2000044,20150630,-4.06E-03
2000044,20150731,6.31E-03
2000044,20150831,1.24E-06
2000044,20150930,1.06E-02
2000044,20151030,-5.44E-03
2000044,20151130,-4.18E-03
2000044,20151231,-2.51E-03
2000044,20160129,1.98E-02
2000044,20160229,5.14E-03
2000044,20160331,3.23E-03
2000044,20160429,-2.26E-03
2000044,20160531,-2.27E-03
2000044,20160630,1.81E-02
2000044,20160729,-4.61E-04
2000044,20160831,-6.86E-03
2000044,20160930,3.43E-03
2000044,20161031,-5.00E-03
2000044,20161130,-2.07E-02
2000044,20161230,-3.86E-04
2000044,20170131,2.98E-03
2000044,20170228,7.24E-04
2000044,20170331,3.03E-03
2000044,20170428,6.11E-03
2000044,20170531,4.36E-03
2000044,20170630,-2.95E-03
2000044,20170731,3.76E-03
2000044,20170831,7.09E-03
2000044,20170929,-7.49E-03
2000044,20171031,-1.46E-03
2000044,20171130,-3.44E-03
2000044,20171229,-7.05E-04
2000044,20180131,-1.08E-02
2000044,20180228,-3.22E-03
2000044,20180329,5.58E-03
2000044,20180430,-7.57E-03
2000044,20180531,6.41E-03
2000044,20180629,2.31E-04
2000044,20180731,-1.98E-03
2000044,20180831,6.50E-03
2000044,20180928,-6.44E-03
2000044,20181031,1.61E-03
2000044,20181130,8.52E-03
2000044,20181231,1.62E-02
2000044,20190131,4.57E-03
2000044,20190228,-1.37E-03
2000044,20190329,1.41E-02
2000044,20190430,3.09E-04
2000044,20190531,1.70E-02
2000044,20190628,8.31E-03
2000044,20190731,-1.61E-03
2000044,20190830,1.95E-02
2000044,20190930,-5.09E-03
2000044,20191031,2.71E-03
2000044,20191129,-3.37E-03
2000044,20191231,-4.28E-04
